cell_id,insta_advertising,insta_beverage,insta_car,insta_entertainment,insta_family,insta_fashion,insta_food,insta_interiors,insta_landscape,insta_monochrome,insta_nature,insta_portait,insta_sky,insta_sports
54055,4,1,0,0,0,3,5,7,0,2,0,1,2,5
54056,1,1,2,1,0,6,4,3,0,2,0,2,1,0
54057,1,0,1,0,0,1,0,0,0,0,0,0,0,0
54065,2,2,0,0,0,1,0,0,0,0,0,0,0,0
54071,0,0,1,1,0,1,2,1,1,1,5,1,1,0
54072,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54073,0,0,0,0,0,1,0,0,0,0,1,1,0,0
54357,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54380,0,0,0,1,0,0,0,0,2,0,0,0,0,0
54387,0,0,1,0,0,0,0,0,1,0,0,0,0,0
54389,0,0,0,0,0,0,0,0,0,0,1,0,0,0
54390,0,0,0,0,15,0,0,0,5,0,2,0,2,0
54395,0,0,0,0,0,0,0,0,0,1,1,1,1,0
54397,0,0,5,0,0,0,0,0,0,0,0,0,0,0
54399,0,0,28,0,0,0,0,1,0,0,0,1,3,0
54400,4,0,0,0,0,0,0,1,0,0,0,0,0,1
54401,1,1,0,1,0,0,9,2,0,1,0,0,0,0
54405,2,0,0,0,0,0,0,0,0,0,0,0,0,0
54413,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54414,0,0,1,0,2,0,0,0,0,0,3,0,1,1
54415,0,0,0,0,0,1,1,1,0,1,0,6,2,0
54416,2,0,0,1,0,0,0,0,0,0,0,0,0,1
54417,1,9,0,0,1,3,6,2,0,2,0,2,0,6
54418,0,0,0,0,0,0,0,0,0,1,0,0,0,1
54420,9,7,10,3,1,21,13,7,3,11,6,23,11,1
54421,19,3,2,6,0,24,15,7,1,10,0,17,2,0
54422,4,0,0,0,0,0,0,0,0,1,0,0,0,8
54423,3,0,2,1,3,8,3,2,2,1,6,4,11,1
54428,0,0,0,0,0,0,0,0,0,0,0,0,0,2
54723,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54726,0,0,0,0,3,0,0,0,1,1,0,0,0,0
54738,1,1,0,0,2,3,0,0,24,0,3,2,1,1
54742,0,0,1,0,0,0,0,0,2,0,1,0,0,2
54745,2,0,0,0,1,8,0,1,0,0,0,0,0,0
54750,8,1,0,0,1,2,0,3,0,0,2,0,1,17
54759,0,0,2,0,0,1,0,0,0,0,0,0,0,0
54760,1,1,9,0,0,3,5,3,2,0,0,1,0,0
54764,0,0,0,0,0,0,0,0,0,0,4,0,1,0
54765,5,0,1,1,0,0,0,1,0,0,0,0,0,2
54766,2,0,1,1,0,6,0,1,0,0,0,1,0,14
54767,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54769,0,0,3,0,1,0,0,0,0,0,0,0,0,0
54770,1,1,0,0,0,1,0,0,0,0,0,0,0,0
54771,0,1,1,0,0,0,0,2,0,1,1,4,2,1
54773,2,0,0,0,0,0,0,0,0,1,0,1,0,0
54774,2,1,0,0,0,1,0,1,0,0,1,0,0,0
54775,1,0,10,0,0,3,0,4,2,3,2,2,0,8
54776,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54777,3,5,1,1,0,0,1,1,2,1,0,0,0,4
54779,0,0,2,0,0,2,0,0,0,1,1,2,0,18
54780,2,0,0,0,0,1,0,0,0,1,0,1,0,2
54781,1,1,0,0,0,3,2,0,0,0,0,0,1,0
54782,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54783,3,0,0,0,0,0,0,0,0,0,0,1,0,0
54784,1,2,0,0,1,6,1,1,0,0,0,0,0,0
54785,0,7,0,1,0,4,16,0,1,2,0,10,1,2
54786,2,6,0,0,0,2,4,1,0,3,0,5,0,0
54787,1,1,0,0,0,0,0,0,0,0,1,0,1,2
54788,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54796,0,0,0,0,0,1,0,0,0,0,0,2,0,1
55110,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55115,1,1,0,1,0,1,2,0,0,0,0,0,0,0
55116,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55124,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55128,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55129,0,0,1,0,0,3,0,1,0,1,0,0,0,3
55131,17,2,1,2,3,4,2,3,0,1,0,0,1,14
55135,1,0,0,1,0,1,0,1,0,1,2,0,3,0
55136,1,0,0,1,2,0,0,0,0,0,0,1,0,0
55142,1,0,0,0,0,0,0,0,0,0,0,12,0,0
55145,2,0,0,0,0,0,0,2,0,1,0,0,0,0
55149,0,0,0,0,0,0,9,0,0,0,0,1,0,0
55150,1,0,4,0,0,5,7,2,0,3,0,4,2,0
55151,0,1,0,0,0,1,2,0,0,0,0,1,0,0
55152,2,4,2,0,0,3,5,17,3,9,15,5,2,6
55155,0,0,1,0,0,0,0,0,0,1,0,1,1,0
55165,0,2,2,1,3,4,0,1,3,1,5,3,2,0
55177,0,0,0,0,0,1,0,2,0,3,3,0,0,1
55464,0,0,2,0,0,0,0,0,0,0,1,0,0,0
55475,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55476,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55477,0,0,0,0,0,0,0,1,0,0,2,0,0,0
55484,0,0,2,0,1,2,1,1,1,0,5,0,3,1
55485,0,1,0,0,1,0,0,0,0,0,0,0,0,0
55490,0,0,0,0,2,0,0,0,1,0,1,0,0,0
55493,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55494,2,0,0,0,0,0,1,2,0,0,0,0,0,0
55497,0,1,0,0,1,4,1,0,1,1,5,12,2,1
55499,0,0,0,1,0,0,0,0,0,0,2,0,0,0
55502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55506,1,0,0,0,1,1,0,0,0,0,1,0,0,2
55515,2,1,0,0,0,0,0,1,0,1,0,0,1,0
55517,0,0,0,0,8,0,0,1,1,0,0,0,0,0
55520,1,1,1,0,0,0,1,0,0,0,0,0,0,0
55522,1,0,10,1,1,1,1,2,0,4,3,4,16,5
55523,0,0,0,0,0,0,0,0,0,0,0,1,3,0
55525,0,0,0,0,0,0,0,0,0,0,0,1,2,0
55543,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55551,0,2,0,0,1,2,0,0,0,0,0,0,2,2
55838,9,6,10,0,15,4,1,2,21,2,19,12,3,4
55850,0,0,0,0,0,0,0,0,0,0,0,1,0,1
55854,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55858,2,0,0,0,0,1,0,1,3,0,2,2,3,0
55864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55869,2,1,0,0,0,5,1,1,0,0,1,16,0,0
55870,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55872,1,0,1,0,0,0,0,1,1,0,1,1,1,0
55874,2,1,0,0,0,2,0,1,0,2,0,0,1,6
55884,0,1,0,0,1,1,5,0,0,0,0,2,0,0
55885,1,0,0,0,0,4,0,0,0,13,0,6,0,0
55886,3,0,1,2,0,2,0,2,0,0,0,0,0,5
55888,0,0,1,0,0,1,0,0,0,1,0,0,5,0
55891,5,0,4,0,3,1,0,4,1,4,1,3,4,34
55892,0,1,0,0,1,0,8,2,0,0,0,0,0,0
55896,0,0,0,0,0,1,0,0,0,0,2,0,3,0
55897,2,4,1,0,1,1,1,1,0,1,5,2,3,0
55907,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55909,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55910,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55913,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55918,0,0,0,0,0,2,0,1,0,0,0,0,0,0
56111,0,0,1,0,9,1,0,0,108,0,1,4,2,0
56164,1,0,0,0,4,2,0,0,16,0,13,2,0,1
56182,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56197,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56199,0,0,0,0,5,0,0,0,0,0,0,0,0,0
56209,0,0,0,0,1,0,0,0,1,1,0,0,0,0
56221,1,1,0,0,0,1,2,0,14,1,7,1,2,0
56222,28,0,0,6,0,2,0,9,0,5,0,7,2,0
56226,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56233,0,0,0,1,0,0,0,0,0,2,0,0,0,1
56241,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56243,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56245,0,2,0,0,0,1,0,1,0,1,2,1,0,0
56246,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56247,3,2,0,0,0,2,6,1,0,3,0,4,0,1
56248,0,0,1,0,0,0,0,0,0,0,0,0,1,1
56254,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56258,0,0,1,0,0,0,0,0,0,0,0,0,0,2
56259,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56260,0,0,0,0,0,0,0,0,0,0,0,2,0,0
56274,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56275,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56276,1,1,0,0,0,2,0,0,0,1,3,2,1,0
56280,1,0,0,0,0,8,0,2,0,1,0,0,0,0
56477,3,0,7,0,6,2,0,0,85,3,10,2,2,0
56535,1,0,0,1,0,8,0,3,1,8,1,5,2,0
56559,1,1,1,2,0,33,2,2,4,13,3,9,4,0
56573,1,0,0,0,0,0,1,0,0,1,2,1,0,1
56578,0,0,0,0,1,0,1,0,0,0,0,0,0,0
56583,0,0,1,0,0,0,0,1,0,0,0,0,0,0
56584,2,1,0,0,0,0,1,0,0,0,0,3,0,0
56585,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56587,1,0,0,1,0,2,0,1,1,1,0,0,0,5
56594,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56607,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56610,5,3,4,0,0,1,1,4,0,0,0,5,0,25
56611,2,6,13,12,0,7,5,6,1,9,1,21,5,55
56615,2,3,1,0,0,0,0,2,0,1,1,0,1,14
56618,0,1,0,0,0,1,0,0,0,0,0,1,0,1
56619,1,0,0,0,0,0,0,1,0,1,0,0,0,2
56622,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56638,2,0,0,0,0,1,0,0,0,0,0,1,1,1
56642,0,0,0,0,0,2,2,0,0,0,0,0,0,0
56822,0,0,0,0,1,0,0,0,15,0,0,1,0,0
56839,1,0,1,0,0,0,0,0,20,4,1,1,1,0
56895,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56937,1,0,0,0,0,1,0,0,0,0,0,0,0,4
56945,6,20,2,3,0,4,13,4,2,4,4,8,10,3
56951,1,0,1,0,0,1,0,0,0,0,0,2,0,4
56954,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56955,8,5,5,3,1,11,8,4,0,7,3,10,2,15
56956,8,9,0,0,1,5,12,2,0,4,3,6,1,1
56957,0,0,0,0,1,1,0,0,0,1,1,3,0,0
56962,0,0,0,0,0,0,0,0,0,0,0,0,0,4
56970,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56973,5,1,0,10,0,2,1,1,0,1,0,0,0,15
56974,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56975,1,0,0,0,0,1,0,0,0,1,0,3,1,5
56976,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56977,0,0,0,0,1,0,0,3,0,0,0,0,0,0
56982,1,0,0,0,0,0,2,0,0,1,0,2,0,1
56983,18,1,4,1,0,14,2,5,0,4,0,12,3,30
56984,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56987,0,0,0,0,0,0,0,1,0,0,0,0,1,0
56988,1,0,0,0,0,1,0,1,0,1,0,0,0,0
56992,2,0,1,0,0,1,3,1,0,0,0,2,1,4
56993,0,0,0,0,0,0,1,0,0,0,0,1,0,0
56996,0,0,0,0,1,0,0,0,0,0,0,1,0,0
57002,1,0,0,0,0,0,0,1,0,0,0,0,1,0
57003,2,0,1,3,0,1,0,1,1,2,1,0,2,22
57004,0,0,0,0,0,0,0,0,0,1,0,1,0,0
57187,0,1,7,0,9,4,0,1,113,1,18,3,5,9
57255,1,0,0,0,0,1,0,0,1,1,0,3,0,0
57279,0,0,0,0,0,0,0,1,1,0,1,0,1,0
57280,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57286,0,0,0,0,0,1,0,0,0,0,0,2,1,4
57300,0,0,0,0,1,1,1,0,0,1,0,1,0,0
57304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57310,0,0,1,0,0,0,0,0,0,1,1,0,0,0
57311,6,0,1,0,0,5,0,1,0,0,0,1,0,0
57315,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57316,0,1,1,0,0,2,3,0,0,0,1,0,0,2
57319,1,0,0,0,0,0,0,1,0,0,1,0,0,1
57321,1,0,0,0,0,1,0,0,0,0,0,2,0,1
57326,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57327,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57329,0,0,0,1,0,5,1,0,0,0,0,8,0,0
57330,0,0,0,0,0,1,2,0,0,1,0,0,0,0
57333,0,0,0,0,0,1,1,1,0,0,0,0,0,0
57334,1,0,1,0,0,0,1,0,1,1,0,1,0,2
57335,0,1,0,0,0,0,4,0,0,0,0,0,0,0
57336,0,0,0,0,0,1,0,1,0,0,1,0,0,0
57337,1,0,0,0,0,1,0,1,0,1,1,6,1,1
57340,1,0,0,0,0,0,1,0,0,0,0,0,0,0
57342,1,0,0,0,0,1,1,0,0,0,0,1,0,1
57343,0,1,0,0,0,0,0,1,0,0,0,1,1,0
57344,3,0,0,1,0,0,0,1,0,1,0,0,0,0
57354,0,0,0,0,1,0,0,0,1,0,3,4,2,0
57355,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57359,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57362,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57662,0,0,1,0,0,0,0,1,0,0,2,0,0,0
57664,5,1,0,2,1,12,6,8,0,4,18,7,2,0
57670,1,0,0,1,0,0,0,0,0,1,0,0,0,0
57675,2,0,1,1,1,1,0,1,0,1,4,0,0,9
57679,0,0,0,0,0,0,0,0,0,0,1,1,0,0
57686,1,0,0,12,1,4,0,4,0,3,6,7,0,1
57690,0,0,0,0,0,1,0,0,0,1,0,3,0,1
57695,0,0,0,0,0,2,0,0,0,0,0,1,0,2
57699,2,1,0,0,0,3,2,2,0,0,4,4,0,0
57701,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57702,1,0,0,0,1,0,0,0,0,0,0,0,0,0
57703,2,0,1,1,0,3,0,0,0,4,0,4,6,16
57705,0,0,0,0,0,0,0,0,0,0,2,3,0,0
57716,0,1,0,0,0,0,0,0,0,0,0,5,0,0
57717,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57718,3,3,0,1,0,0,3,1,0,3,0,0,0,0
57719,7,0,1,4,0,2,1,4,0,0,0,2,1,2
58000,0,0,0,1,0,1,0,0,0,1,0,1,1,3
58012,1,2,5,0,0,1,1,0,6,1,5,3,11,4
58014,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58022,0,0,1,0,0,7,0,2,1,1,23,4,2,1
58025,0,0,0,0,0,2,0,0,0,0,0,0,0,0
58026,1,0,1,1,3,2,0,1,3,2,4,2,2,0
58028,0,0,20,0,0,0,0,1,0,1,0,0,1,0
58030,3,1,4,0,6,3,0,0,5,3,47,1,3,5
58040,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58048,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58049,0,0,0,0,2,2,0,0,0,0,2,4,1,1
58065,0,1,0,0,1,0,0,0,0,0,0,0,1,1
58068,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58073,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58075,0,1,1,0,0,0,2,0,0,0,0,1,0,0
58076,3,8,2,3,0,9,15,10,0,10,2,20,6,1
58077,0,0,0,0,0,1,0,1,0,0,0,0,0,0
58080,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58308,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58321,1,0,4,0,2,0,0,0,6,0,3,2,0,0
58345,1,0,0,0,0,0,0,0,4,0,0,0,0,0
58363,0,0,1,0,0,1,0,0,0,1,0,2,0,0
58368,2,0,2,0,0,0,0,0,0,0,0,2,0,0
58372,0,1,0,0,2,0,0,1,0,2,2,2,0,1
58376,0,0,0,0,4,0,0,0,0,0,2,0,0,0
58377,0,1,0,0,0,3,0,0,0,0,0,1,0,0
58379,1,0,0,0,0,0,1,0,0,0,0,0,0,0
58380,5,2,1,1,0,0,1,2,0,1,2,1,2,0
58381,0,0,0,0,2,0,0,0,0,0,7,0,2,0
58382,1,0,0,0,0,0,1,2,0,1,0,0,0,0
58383,0,0,0,0,1,0,0,0,0,0,2,0,0,0
58385,1,0,1,0,0,0,0,0,0,0,0,0,0,0
58390,0,2,0,0,0,0,6,1,0,0,0,3,0,0
58407,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58415,1,0,0,0,0,4,1,0,0,0,0,0,0,0
58416,2,1,0,1,0,0,5,0,0,0,0,0,0,0
58418,0,0,0,0,0,1,0,1,1,1,4,2,0,7
58425,0,1,0,0,0,0,2,0,0,0,0,1,0,0
58426,1,0,0,0,1,0,0,0,0,0,0,0,0,0
58427,0,0,0,0,0,4,0,0,0,0,0,3,0,0
58432,0,0,0,0,0,0,0,0,0,1,0,1,0,0
58434,3,0,0,0,0,1,0,0,0,0,0,0,0,0
58439,1,1,5,0,2,2,0,0,4,2,4,1,7,0
58630,1,1,2,0,2,0,0,0,54,1,2,2,0,2
58727,0,0,1,0,0,1,0,2,1,0,2,1,1,3
58730,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58733,1,0,0,0,0,0,1,0,0,0,2,0,0,0
58735,0,0,1,1,3,1,0,0,0,0,6,1,0,2
58736,4,8,0,1,0,3,25,3,0,2,1,8,1,0
58737,22,28,3,1,5,24,14,19,1,13,6,25,5,2
58738,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58739,0,1,0,0,0,0,2,0,0,0,0,0,1,0
58740,0,3,0,1,0,0,0,0,0,0,0,0,1,1
58741,1,2,0,0,0,0,2,0,0,1,0,1,0,0
58742,2,4,0,3,2,2,2,4,0,2,0,4,0,1
58743,2,0,0,0,0,6,0,1,0,0,0,0,0,10
58753,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58771,2,0,0,0,8,2,0,1,0,0,0,5,1,0
58772,1,2,0,0,0,0,0,0,0,0,0,0,0,0
58774,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58781,1,0,0,1,0,0,2,2,0,0,0,1,0,0
58782,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59056,1,2,0,0,4,0,0,1,0,0,0,0,0,0
59066,0,0,0,0,1,0,0,2,3,1,0,2,1,1
59074,0,0,1,1,2,0,1,0,2,3,2,5,1,1
59076,1,0,0,0,2,0,1,1,0,0,0,0,0,0
59084,0,1,0,0,1,2,0,0,0,0,3,0,1,0
59086,0,0,0,0,1,0,2,0,1,0,5,0,1,0
59092,3,1,0,1,0,0,1,0,0,1,0,1,0,0
59095,1,0,0,0,0,2,0,1,0,0,0,0,0,0
59098,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59099,0,0,8,0,0,0,0,0,0,1,0,0,0,0
59114,0,2,0,0,0,0,0,0,0,0,0,0,0,0
59135,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59136,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59137,2,0,0,0,0,0,0,1,0,0,0,2,0,0
59144,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59215,0,0,0,0,0,0,0,0,3,0,0,1,0,0
59395,0,1,10,0,6,3,0,1,66,2,28,5,7,6
59397,1,0,0,3,0,0,0,0,0,1,0,0,0,4
59438,2,1,1,0,0,1,0,0,0,0,0,1,0,1
59439,4,0,0,0,0,2,1,3,0,0,0,1,0,8
59448,4,0,0,0,0,0,0,1,0,0,1,0,0,0
59449,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59450,0,0,0,0,0,0,0,1,0,0,0,0,0,0
59451,1,1,0,0,0,1,3,3,0,1,0,0,0,4
59452,2,0,0,0,0,2,0,1,0,0,0,1,0,0
59453,1,0,0,0,1,0,0,1,0,1,0,1,0,3
59454,0,0,0,0,0,0,0,0,0,1,2,1,0,2
59456,1,1,0,0,7,2,0,2,0,2,2,3,1,1
59463,2,0,0,0,0,5,1,0,0,5,1,0,0,0
59467,0,2,0,0,0,0,0,1,0,0,0,1,0,0
59470,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59471,0,0,0,0,0,1,9,0,0,2,0,5,1,0
59488,1,0,0,0,0,4,0,0,0,0,0,1,0,0
59489,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59495,0,0,0,0,0,1,0,0,0,1,0,0,0,0
59499,5,2,1,1,0,3,0,0,0,1,0,4,0,1
59505,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59762,0,1,0,0,5,0,0,1,6,0,1,0,1,0
59778,1,1,0,1,0,15,4,3,2,3,2,5,7,1
59797,2,1,0,0,0,0,1,0,0,1,1,2,1,0
59807,0,0,0,0,0,2,0,0,0,1,0,0,0,1
59808,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59809,10,0,0,0,8,3,0,2,0,3,0,8,0,26
59810,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59812,0,0,1,0,0,1,0,0,0,0,0,0,0,0
59813,1,1,1,0,0,0,0,1,0,1,0,0,0,0
59826,0,0,0,0,0,2,1,1,0,0,0,5,1,0
59828,20,5,10,8,9,19,15,18,1,18,33,26,21,7
59837,5,1,15,0,40,9,1,9,80,15,74,16,33,7
59844,1,0,0,0,0,0,0,0,1,0,0,0,0,0
59845,0,0,1,0,0,2,0,0,0,0,1,0,0,0
59847,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59857,0,0,0,0,0,1,1,0,0,0,0,4,1,0
59858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59865,0,0,1,0,0,0,0,0,1,1,0,0,0,0
59907,0,0,0,1,0,0,0,1,0,0,2,0,0,0
59983,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60098,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60111,0,2,0,0,1,0,0,0,3,1,0,0,0,0
60112,0,0,2,1,9,5,0,6,32,3,11,5,7,5
60113,1,0,0,0,1,1,1,0,9,3,5,5,1,1
60114,6,3,1,6,3,0,6,3,1,1,1,3,2,0
60115,2,2,0,0,1,0,0,1,0,1,2,1,1,0
60117,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60145,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60150,0,0,0,0,0,0,2,0,0,0,0,0,0,0
60154,0,0,5,0,0,0,0,0,0,1,0,0,0,0
60163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60165,0,0,0,0,0,0,0,0,0,0,1,0,0,1
60170,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60171,1,0,0,0,1,0,0,0,0,1,0,0,0,0
60176,1,0,0,1,0,0,0,1,0,0,0,0,0,1
60179,1,0,0,1,0,1,1,1,1,0,3,0,2,0
60184,0,0,0,0,0,0,0,0,1,0,0,1,0,0
60210,1,0,0,1,0,1,0,0,0,1,0,0,0,6
60212,1,0,0,0,1,1,0,0,0,0,1,0,0,0
60392,0,0,0,0,5,0,0,0,80,2,0,4,1,2
60469,1,0,0,0,2,1,0,0,1,0,0,0,0,0
60478,1,3,1,1,2,1,3,2,1,0,0,3,2,2
60484,1,0,0,0,1,0,0,0,4,0,0,0,0,0
60491,1,1,4,0,10,5,0,3,64,2,13,5,11,5
60505,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60513,0,0,0,0,0,1,0,0,1,0,1,0,3,1
60517,0,0,0,0,0,0,0,2,0,0,0,0,0,1
60518,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60524,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60525,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60526,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60527,0,0,0,0,0,0,0,0,0,0,0,2,0,0
60530,0,0,2,0,0,0,0,0,0,0,0,0,0,0
60532,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60534,1,0,0,1,1,0,0,0,0,0,0,0,0,0
60539,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60546,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60569,0,0,0,0,2,0,0,0,1,0,0,0,1,0
60575,0,0,0,0,0,1,0,0,0,0,1,0,1,0
60817,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60842,0,1,0,0,2,0,1,0,0,0,2,0,1,0
60865,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60876,1,1,0,0,0,0,0,0,3,1,0,1,0,8
60877,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60878,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60884,0,0,0,0,0,0,0,0,0,0,1,2,1,1
60890,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60892,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60894,1,0,2,0,0,1,0,0,2,0,2,3,3,9
60895,1,0,0,1,0,1,0,0,0,1,0,1,0,1
60896,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60902,1,0,1,0,1,1,0,3,1,3,2,0,2,3
60910,0,1,1,0,0,1,0,1,1,0,3,1,1,0
60912,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60940,1,0,0,0,1,0,0,0,0,0,2,0,0,0
61163,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61231,1,0,1,0,7,1,0,0,14,2,2,1,4,2
61235,1,0,0,0,1,1,0,1,1,0,1,1,0,0
61247,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61249,0,0,1,0,0,0,0,0,3,0,2,1,0,3
61251,1,1,2,0,7,8,0,2,184,8,6,6,2,2
61252,2,0,0,0,0,1,0,1,0,2,0,0,0,12
61253,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61258,1,0,0,0,1,0,0,1,5,10,13,0,0,2
61264,0,0,0,0,0,1,2,0,1,0,1,3,0,1
61265,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61267,3,0,0,0,0,4,1,0,1,2,1,0,0,0
61268,1,0,0,0,0,0,0,1,0,0,0,1,2,5
61278,0,0,1,1,0,1,0,0,0,0,1,1,0,2
61280,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61291,0,1,15,1,5,4,2,3,16,0,25,4,11,2
61298,3,0,2,0,1,1,0,1,0,1,2,0,1,0
61575,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61601,3,0,0,0,0,0,0,0,0,2,0,0,0,0
61604,2,0,4,1,8,2,0,2,7,0,5,6,2,1
61608,1,0,10,0,2,0,0,0,24,1,7,2,3,3
61609,3,0,0,0,0,0,0,0,1,0,1,1,0,0
61612,0,0,0,0,0,0,0,0,0,1,0,0,0,2
61615,0,1,1,0,0,0,0,0,0,0,0,0,0,0
61616,1,0,2,0,0,0,0,1,0,1,0,0,2,3
61619,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61620,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61621,0,0,0,0,0,0,1,0,0,0,0,0,1,1
61624,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61625,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61626,0,0,1,0,1,1,0,0,0,2,9,2,0,1
61628,1,0,0,0,0,4,1,0,0,0,0,0,0,6
61629,0,1,0,1,0,2,0,4,0,1,0,0,0,1
61630,0,0,5,0,0,1,0,0,0,0,0,1,0,1
61632,0,0,0,0,1,0,0,1,0,0,0,2,0,2
