population,income,averlight,places,b_diversity,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainment,finance,food,health,nightclub,office,other,public_use,recreation,religious,residential,restaurant_and_cafe,retail,service,transportation,b_price,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,b_opening_23,b_opening_count
766,144091,40,9,1.15,30,0,19888,-118.430701,34.146083,la,0,0,0,0,2,0,0,0,1,5,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2
631,76176,37,10,0.8,30,0,19889,-118.42528,34.146146,la,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,187386,42,112,1.89,40,0,19890,-118.419858,34.146209,la,9,1,0,0,3,8,12,0,10,50,0,1,0,0,4,6,6,2,2.0,2,2,2,2,2,4,4,10,18,30,48,52,51,51,51,51,49,42,25,17,12,9,3,2,55
379,154740,50,205,1.9,51,0,19891,-118.414436,34.146272,la,5,2,1,1,13,12,16,2,31,94,0,2,1,0,3,6,11,5,1.75,3,3,3,3,3,4,4,9,19,40,48,53,52,52,52,52,53,35,27,20,19,15,6,3,62
497,154740,50,137,1.97,40,0,19892,-118.409014,34.146334,la,8,0,1,2,4,6,15,1,8,60,0,0,2,0,5,13,10,2,1.91,2,2,2,2,2,3,5,10,17,41,58,59,59,59,60,60,60,49,27,18,12,8,5,2,66
672,154740,51,319,1.97,53,0,19893,-118.403592,34.146396,la,16,1,1,0,17,18,45,1,38,117,0,1,1,0,6,37,19,1,2.08,2,2,2,2,2,3,5,16,35,93,123,150,152,152,152,152,151,116,63,44,28,15,5,4,161
877,154740,63,391,1.97,69,0,19894,-118.39817,34.146458,la,21,0,1,1,24,32,32,0,62,142,0,0,0,0,9,38,23,6,1.9,11,11,11,11,12,17,24,27,63,142,181,202,201,201,200,198,196,164,120,101,69,54,35,11,213
655,65905,64,125,1.72,75,649,19895,-118.392748,34.14652,la,7,0,0,2,3,13,9,1,6,66,0,0,0,0,5,8,4,1,1.89,1,1,1,1,1,1,2,5,11,21,29,38,39,39,39,37,36,29,17,9,9,7,3,3,48
674,65905,40,18,0.96,36,0,19896,-118.387326,34.146581,la,0,0,0,0,0,1,1,0,2,13,0,0,0,0,0,0,1,0,0.0,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,2,5
906,83241,43,21,1.23,48,0,19897,-118.381904,34.146642,la,0,0,1,0,1,0,0,0,1,13,0,0,0,0,0,0,2,3,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2
1070,71125,46,50,0.83,57,0,19898,-118.376481,34.146703,la,0,0,0,0,1,1,1,0,4,39,0,0,0,0,0,0,4,0,0.0,1,1,1,1,1,1,2,4,6,11,14,14,14,14,14,14,14,8,7,4,3,2,2,1,14
1257,71125,52,26,0.93,46,0,19899,-118.371059,34.146764,la,0,0,0,0,0,2,0,0,0,19,0,1,0,0,0,0,3,1,2.0,0,0,0,0,0,2,4,4,4,7,9,9,9,9,9,9,9,9,6,4,3,3,0,0,10
859,145365,63,111,1.43,59,0,19900,-118.365637,34.146824,la,2,0,1,0,19,6,0,0,3,64,0,0,0,0,1,3,9,3,0.0,4,4,4,4,4,4,4,6,15,23,28,29,30,30,30,28,27,19,13,9,6,4,4,4,32
219,145365,56,5,0.95,25,41,19901,-118.360215,34.146885,la,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
231,145365,44,4,0.56,15,0,19902,-118.354793,34.146944,la,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,145365,53,1,0.0,16,0,19903,-118.349371,34.147004,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,60069,65,85,1.32,57,0,19904,-118.343949,34.147064,la,0,0,0,1,4,1,7,0,11,54,0,0,0,0,1,1,3,2,2.0,0,0,0,0,0,0,1,5,9,13,14,16,16,16,16,16,16,9,4,4,2,2,1,0,18
181,60069,47,4,0.56,31,0,19905,-118.338526,34.147123,la,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
11,0,23,1,0.0,6,0,19906,-118.333104,34.147182,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,2,0.69,8,12,19908,-118.32226,34.147299,la,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
0,0,6,1,0.0,7,5,19909,-118.316838,34.147358,la,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,3,0.0,9,0,19913,-118.295148,34.147588,la,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,10,1.23,9,4,19914,-118.289726,34.147645,la,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,2,2,1,1,1,1,0,0,3
0,0,32,0,0.0,24,0,19915,-118.284304,34.147702,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,63125,60,35,1.24,77,30,19916,-118.278881,34.147759,la,0,0,0,0,1,0,0,0,0,15,0,0,1,0,0,6,12,0,2.0,1,1,1,1,1,1,3,5,8,11,12,12,12,12,12,12,11,3,1,1,1,1,1,1,12
1061,52000,78,139,1.3,84,447,19917,-118.273459,34.147815,la,0,0,1,0,4,1,17,0,3,88,0,0,1,0,0,9,13,2,0.0,1,1,1,1,1,1,3,7,20,36,44,44,44,43,44,44,41,18,9,8,7,4,4,1,47
1525,52000,73,147,1.99,76,0,19918,-118.268037,34.147871,la,1,1,2,0,16,6,14,0,19,54,0,0,4,0,2,4,19,5,1.0,2,2,2,2,2,2,6,9,22,33,37,38,39,39,39,39,39,29,22,16,10,10,5,3,40
1683,54013,135,371,1.81,80,83,19919,-118.262614,34.147927,la,8,1,1,0,12,43,17,0,29,114,1,1,0,0,5,121,6,12,1.98,2,2,2,2,2,2,2,7,18,38,178,187,188,188,188,188,187,175,168,160,154,17,7,3,188
1424,18272,133,854,1.93,82,2975,19920,-118.257192,34.147983,la,16,4,6,1,64,69,65,2,132,346,0,0,6,0,19,79,35,10,2.05,2,2,2,2,2,7,9,23,80,182,279,319,320,323,322,320,314,222,184,153,119,44,13,2,347
1609,18272,97,350,1.73,81,101,19921,-118.251769,34.148038,la,4,0,1,1,38,10,34,0,47,164,2,0,1,0,2,7,32,7,1.0,3,3,3,3,3,3,4,15,33,76,88,92,93,95,96,96,91,50,35,20,15,8,4,3,100
3139,27321,72,175,1.91,79,10,19922,-118.246347,34.148094,la,5,0,2,0,9,5,29,0,24,69,0,1,4,0,3,5,17,2,2.0,4,4,4,4,4,5,5,6,17,33,47,50,52,54,53,54,53,36,26,17,12,8,4,4,57
3195,48800,62,117,2.03,74,9,19923,-118.240924,34.148148,la,3,0,4,1,8,10,9,0,3,45,0,0,5,0,1,11,15,2,1.2,4,4,4,4,4,5,7,10,22,36,42,43,45,45,45,45,45,35,25,21,16,12,7,4,47
1593,87516,63,41,2.1,69,79,19924,-118.235502,34.148203,la,0,0,4,1,1,2,2,0,3,15,0,1,2,0,0,2,4,4,0.0,2,2,2,2,2,3,3,4,6,10,11,11,11,11,11,11,11,7,5,4,4,4,3,2,12
580,63767,55,22,1.67,62,0,19925,-118.230079,34.148258,la,0,0,0,0,1,1,0,0,3,8,0,0,0,0,0,1,3,5,0.0,1,1,1,1,1,1,2,2,2,5,5,5,5,5,5,5,5,4,2,2,2,2,1,1,5
265,63767,34,3,0.64,29,0,19926,-118.224657,34.148312,la,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,63767,16,1,0.0,13,0,19927,-118.219234,34.148366,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,63767,13,0,0.0,12,0,19928,-118.213812,34.14842,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,116473,13,3,1.1,20,0,19929,-118.208389,34.148473,la,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,116473,14,8,0.74,29,0,19930,-118.202967,34.148526,la,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,71094,13,6,0.45,27,0,19931,-118.197544,34.148579,la,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,71094,13,1,0.0,21,0,19932,-118.192122,34.148632,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,185000,13,2,0.69,7,0,19933,-118.186699,34.148685,la,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,185000,14,0,0.0,6,0,19934,-118.181276,34.148737,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,185000,19,2,0.0,6,2,19935,-118.175854,34.148789,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,185000,30,4,0.0,16,0,19936,-118.170431,34.148841,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,86932,58,32,1.07,34,109,19937,-118.165008,34.148892,la,0,1,0,0,0,0,0,0,2,23,0,1,0,0,0,1,1,3,0.0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3
308,86932,95,62,1.9,54,464,19938,-118.159586,34.148944,la,0,1,2,0,9,4,1,0,9,20,0,0,0,0,1,0,11,4,0.0,0,0,0,0,0,1,2,5,11,16,16,16,16,16,16,16,16,14,10,8,5,1,1,0,20
599,56964,127,554,2.0,72,1277,19939,-118.154163,34.148995,la,16,2,6,3,39,72,16,4,61,209,0,2,1,0,25,77,12,9,1.94,9,9,9,9,9,11,15,27,54,108,191,257,256,255,251,245,243,206,168,123,98,51,22,9,291
731,14239,129,724,1.7,62,620,19940,-118.14874,34.149046,la,3,3,0,2,69,30,32,5,149,343,2,1,3,0,9,36,26,10,1.93,11,11,11,11,11,13,18,29,71,160,198,222,218,218,215,214,211,119,88,71,52,27,14,12,235
987,42895,107,609,1.71,64,625,19941,-118.143318,34.149096,la,3,7,9,0,37,15,159,0,36,272,0,2,11,0,4,28,14,12,2.0,9,9,9,9,9,10,14,21,51,105,129,139,139,138,139,140,137,99,78,68,37,22,14,11,155
1457,66250,86,612,1.79,70,560,19942,-118.137895,34.149147,la,9,2,4,1,70,26,73,1,125,249,0,0,1,0,7,18,14,12,1.89,16,16,16,16,16,17,24,37,107,196,217,239,240,241,237,234,229,135,90,74,60,38,26,20,257
986,65305,80,571,1.78,67,236,19943,-118.132472,34.149197,la,15,1,2,1,68,28,36,0,122,238,0,0,2,0,3,15,30,10,1.82,12,12,12,12,13,14,17,27,71,170,196,210,211,208,207,204,192,113,69,51,39,28,16,13,232
1128,62100,99,202,1.84,64,75,19944,-118.127049,34.149247,la,3,2,4,0,16,14,23,0,7,92,0,0,4,0,2,7,26,2,1.75,5,5,5,5,5,8,9,11,26,55,69,76,76,77,77,76,74,52,36,29,21,14,10,6,81
936,67917,110,116,2.06,54,34,19945,-118.121627,34.149297,la,2,1,6,1,2,17,16,0,3,41,0,0,5,0,2,2,10,8,1.0,3,3,3,3,3,3,3,11,15,32,43,49,49,49,49,49,47,37,26,20,15,11,6,3,50
609,56450,85,116,1.99,60,62,19946,-118.116204,34.149346,la,2,0,0,1,7,11,5,0,1,37,0,0,1,0,8,8,26,9,1.4,1,1,1,1,1,2,5,12,25,40,53,61,59,58,58,58,57,39,25,20,17,12,4,1,62
646,47917,61,130,1.6,59,69,19947,-118.110781,34.149395,la,2,0,0,1,2,2,13,0,1,52,0,0,1,0,2,7,43,4,1.0,5,5,5,5,5,10,16,23,41,62,66,69,68,66,66,66,66,48,33,27,20,13,8,5,74
743,49792,64,231,1.91,67,110,19948,-118.105358,34.149444,la,7,4,1,0,16,19,29,0,8,96,0,0,3,0,2,17,27,2,1.62,3,3,3,3,3,5,11,26,57,85,102,111,111,112,112,110,107,88,57,36,27,15,7,4,118
513,77344,72,324,1.8,69,156,19949,-118.099935,34.149493,la,7,2,3,0,15,13,79,0,18,128,0,0,2,0,1,18,34,4,1.0,8,8,8,8,8,9,11,17,36,59,76,84,87,87,88,87,85,51,30,21,20,15,12,8,93
399,77344,76,117,1.71,70,15,19950,-118.094513,34.149541,la,1,0,2,0,9,2,8,0,0,49,0,0,1,0,2,6,30,7,1.33,5,5,5,5,5,5,6,9,21,31,36,38,38,38,37,36,33,20,18,12,9,5,5,5,39
397,77344,85,101,1.63,65,9,19951,-118.08909,34.149589,la,0,0,1,0,9,3,29,0,0,36,0,0,0,0,0,5,15,3,1.83,2,2,2,2,2,3,5,7,14,23,30,31,30,31,31,32,32,24,19,11,6,4,3,3,35
479,66500,98,98,1.57,70,91,19952,-118.083667,34.149637,la,2,0,1,0,1,2,46,0,2,21,0,0,0,0,0,6,13,3,2.0,0,0,0,0,0,0,2,7,12,19,21,21,21,21,20,20,20,14,11,5,5,4,1,1,24
484,66500,97,89,1.97,75,36,19953,-118.078244,34.149685,la,2,0,1,0,6,9,4,0,3,28,0,0,0,0,1,12,18,5,1.5,6,6,6,6,6,6,8,14,23,34,46,49,50,50,50,50,50,41,30,23,21,14,8,7,51
405,102768,60,79,1.81,61,35,19954,-118.072821,34.149733,la,1,0,0,0,8,3,3,1,15,31,0,0,0,0,0,8,7,2,2.0,2,2,2,2,2,2,4,6,9,17,26,27,28,30,30,30,30,17,13,9,8,6,3,2,31
358,130109,31,4,1.04,45,0,19955,-118.067398,34.14978,la,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
248,150208,17,4,1.04,37,0,19956,-118.061975,34.149827,la,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,150208,17,2,0.69,31,7,19957,-118.056552,34.149874,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,150208,17,9,1.27,44,10,19958,-118.051129,34.14992,la,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,51121,17,7,1.28,46,0,19959,-118.045707,34.149967,la,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,51121,22,6,0.87,40,0,19960,-118.040284,34.150013,la,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
394,110859,31,17,1.84,55,35,19961,-118.034861,34.150059,la,0,0,1,0,0,1,4,0,1,5,0,1,0,0,0,0,3,1,0.0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,6
773,100313,32,31,1.58,56,6,19962,-118.029438,34.150104,la,0,0,0,0,2,0,5,0,0,14,0,1,1,0,0,4,4,0,0.0,1,1,1,1,1,1,1,2,6,9,9,9,9,10,10,10,9,6,5,5,4,3,3,2,10
923,100313,28,8,1.32,58,1,19963,-118.024015,34.15015,la,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2
1072,75147,26,10,1.28,52,99,19964,-118.018592,34.150195,la,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,3
857,75147,27,14,1.39,54,0,19965,-118.013169,34.15024,la,0,0,0,0,2,0,1,0,0,5,0,0,1,0,0,0,5,0,0.0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,2,2,2,2,1,0,0,3
819,63969,51,57,1.43,59,7,19966,-118.007746,34.150284,la,0,0,1,0,0,1,4,0,3,33,0,0,9,0,0,1,3,2,0.0,0,0,0,0,0,0,2,3,7,14,14,15,14,14,14,14,14,6,7,7,6,2,0,0,21
1057,63969,46,314,2.09,68,407,19967,-118.002322,34.150329,la,7,5,6,2,36,30,26,0,30,116,1,2,8,0,6,20,19,0,1.63,1,1,1,1,1,7,9,15,27,64,85,118,114,115,111,110,105,73,47,33,24,8,2,1,130
1359,72831,33,23,1.72,56,0,19968,-117.996899,34.150373,la,0,0,1,0,2,1,5,0,1,9,0,1,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3
612,83214,27,14,1.57,47,18,19969,-117.991476,34.150417,la,0,1,0,0,0,1,2,0,1,7,0,0,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,1,1,3,3,4,4,4,4,4,4,3,3,2,2,1,0,0,5
427,83214,20,8,1.07,39,22,19970,-117.986053,34.15046,la,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,88750,12,4,1.04,22,0,19971,-117.98063,34.150504,la,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
52,88750,8,6,1.33,17,0,19972,-117.975207,34.150547,la,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,88750,6,2,0.69,5,0,19973,-117.969784,34.15059,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,88750,6,1,0.0,8,0,19974,-117.964361,34.150633,la,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,88750,8,2,0.69,11,0,19975,-117.958938,34.150675,la,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,103607,10,10,1.17,26,0,19976,-117.953515,34.150717,la,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,103607,10,14,1.59,32,0,19977,-117.948091,34.150759,la,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,3,3,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
561,112375,9,13,1.31,44,3,19978,-117.942668,34.150801,la,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,103607,9,8,0.66,47,0,19979,-117.937245,34.150843,la,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
115,83023,8,2,0.69,39,0,19980,-117.931822,34.150884,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,83023,9,0,0.0,35,0,19981,-117.926399,34.150925,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,83023,13,0,0.0,22,0,19982,-117.920975,34.150966,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,83023,19,6,0.45,29,1,19983,-117.915552,34.151006,la,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,75536,19,7,1.28,34,0,19984,-117.910129,34.151047,la,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,2,0,2.0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3
121,48750,15,3,1.1,22,0,19985,-117.904706,34.151087,la,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,48750,12,2,0.69,10,0,19986,-117.899282,34.151127,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
123,48750,10,1,0.0,7,0,19987,-117.893859,34.151166,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,111691,7,3,0.0,12,0,19988,-117.888436,34.151206,la,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
59,111691,9,8,1.49,16,0,19989,-117.883013,34.151245,la,0,0,3,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,111691,10,4,1.04,25,16,19990,-117.877589,34.151284,la,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,111691,8,5,1.05,25,3,19991,-117.872166,34.151322,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,111691,8,12,1.36,13,0,19992,-117.866743,34.151361,la,0,0,1,0,0,0,0,0,0,6,0,0,2,0,0,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,111691,8,8,1.21,19,0,19993,-117.861319,34.151399,la,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,111691,9,8,1.49,34,3,19994,-117.855896,34.151437,la,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
44,111691,10,9,1.43,31,5,19995,-117.850473,34.151475,la,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,2,1,0.0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2
19,120625,9,8,1.26,37,0,19996,-117.845049,34.151512,la,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,3,0,0.0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,2
19,120625,5,5,1.05,21,0,19997,-117.839626,34.151549,la,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,178036,6,4,1.04,11,0,20011,-117.763698,34.152045,la,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,178036,7,2,0.69,32,10,20012,-117.758274,34.152079,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,170625,5,8,0.97,8,20,20022,-117.704038,34.152402,la,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,0,0,0,2
35,170625,6,1,0.0,27,0,20023,-117.698615,34.152433,la,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,170625,4,0,0.0,14,0,20024,-117.693191,34.152464,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
