population,income,averlight,places,b_diversity,b_rating,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainm,finance,food,health,nightclub,office,other,public_use,recreation,religious,residentia,restaurant,retail,service,transporta,insta_like,b_price,b_opening_23,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,insta_0,insta_1,insta_10,insta_11,insta_12,insta_13,insta_14,insta_15,insta_16,insta_17,insta_18,insta_19,insta_2,insta_20,insta_21,insta_22,insta_23,insta_3,insta_4,insta_5,insta_6,insta_7,insta_8,insta_9
451,164076,6,0,0,0,2,0,1040,-117.726026,33.548041,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,100125,9,8,1.32,0,31,0,1041,-117.720641,33.548073,la,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,2,1859,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,124309,14,12,1.47,0,30,0,1044,-117.704484,33.548165,la,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,1,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,124309,17,17,1.01,0,38,0,1045,-117.699099,33.548195,la,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,3,2,459,0,0,0,0,0,0,0,0,1,2,4,4,4,5,5,5,5,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,129375,18,4,1.04,0,27,0,1046,-117.693713,33.548225,la,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,87308,16,18,0.97,0,30,0,1047,-117.688328,33.548255,la,0,0,0,0,1,0,2,0,0,12,0,0,0,0,0,0,3,0,38,0,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,72396,21,1,0,0,25,0,1048,-117.682942,33.548285,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,52942,23,11,1.29,0,38,0,1051,-117.666785,33.548372,la,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,1,2,0,80,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,155236,8,0,0,0,3,0,1052,-117.6614,33.548401,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,155236,8,0,0,0,0,0,1053,-117.656014,33.548429,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,139063,25,5,1.05,0,52,0,1057,-117.634471,33.54854,la,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,47299,6,0,0,0,4,0,1058,-117.629086,33.548568,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0,6,0,0,0,8,0,1084,-117.812236,33.552019,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,142926,10,37,1.55,0,49,0,1085,-117.80685,33.552054,la,2,0,0,0,2,0,1,0,5,19,0,0,0,0,0,1,5,2,3259,0,1,1,1,1,1,1,2,2,5,7,7,7,8,8,8,8,8,6,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,84775,11,75,1.72,0,47,0,1086,-117.801464,33.552089,la,1,3,0,0,3,3,4,0,12,36,0,0,0,0,0,4,7,2,9005,0,1,1,1,1,1,2,3,3,8,12,13,15,15,15,15,15,15,8,5,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,84775,10,17,0.92,0,21,0,1087,-117.796079,33.552123,la,0,0,0,1,0,0,2,0,0,12,0,2,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,84775,10,12,1.23,0,16,0,1088,-117.790693,33.552158,la,0,1,0,0,1,1,0,0,0,7,0,0,0,0,0,0,2,0,139,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,84775,12,22,1.67,0,15,0,1089,-117.785307,33.552192,la,0,4,0,0,1,2,0,0,0,10,0,1,0,0,0,1,1,2,992,0,1,1,1,1,1,1,1,1,1,3,5,4,4,4,4,4,4,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,72458,10,25,1.71,0,20,0,1090,-117.779922,33.552226,la,0,3,1,0,1,2,0,0,0,12,0,0,0,0,1,3,1,1,87,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,72458,7,11,1.29,0,14,0,1091,-117.774536,33.552259,la,0,2,0,0,0,0,1,0,1,6,0,0,0,0,0,0,1,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,164076,9,0,0,0,4,0,1098,-117.736836,33.552488,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,164076,12,12,0.29,0,20,0,1099,-117.73145,33.552519,la,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,164076,13,10,1.03,0,21,0,1100,-117.726064,33.552551,la,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,0,697,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,153169,12,6,0.45,0,19,0,1102,-117.715292,33.552613,la,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,153169,14,6,1.33,0,20,0,1103,-117.709907,33.552644,la,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,279,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,97878,28,9,0.94,0,29,0,1108,-117.682977,33.552794,la,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,3,0,241,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,97878,65,6,0.64,0,53,0,1109,-117.677592,33.552823,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,221,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,155236,16,0,0,0,1,0,1112,-117.661434,33.55291,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,155236,7,1,0,0,0,0,1113,-117.656048,33.552939,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,155236,15,1,0,0,4,0,1114,-117.650662,33.552967,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,122987,23,19,1.51,0,51,0,1115,-117.645276,33.552995,la,0,1,0,0,0,1,0,0,2,10,0,1,0,0,0,2,2,0,235,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,47299,7,0,0,0,12,0,1118,-117.629118,33.553077,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,142926,7,12,1.7,0,40,0,1145,-117.812278,33.556529,la,0,0,0,0,0,0,2,0,1,5,0,1,0,0,0,1,1,1,215,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,142926,6,11,0.76,0,26,0,1146,-117.806892,33.556563,la,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,1,0,307,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,164076,10,1,0,0,2,0,1158,-117.74226,33.556965,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,129868,23,16,1.36,0,49,0,1164,-117.709944,33.557153,la,0,0,0,0,1,0,1,0,0,9,0,2,0,0,0,2,1,0,6133,2,0,0,0,0,0,1,1,4,6,7,7,7,7,7,7,7,7,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,129868,21,11,1.03,0,49,0,1165,-117.704557,33.557184,la,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,1,2,2,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,86250,27,16,1.56,0,51,0,1167,-117.693785,33.557244,la,0,1,0,0,2,1,0,0,1,8,0,0,1,0,0,0,2,0,814,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,155236,12,0,0,0,4,0,1174,-117.656082,33.557448,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,155236,14,3,0.64,0,7,0,1175,-117.650696,33.557476,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,173,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,145773,22,13,0.79,0,53,0,1176,-117.64531,33.557504,la,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,1,0,505,0,0,0,0,0,0,0,1,2,2,4,4,4,4,4,4,4,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,72458,6,68,1.76,0,24,0,1215,-117.774616,33.561278,la,0,5,0,0,1,4,5,0,0,21,0,1,2,0,0,5,23,1,691,0,1,1,1,1,1,1,2,4,16,19,22,22,22,22,22,25,22,12,7,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,164076,11,2,0,0,11,0,1221,-117.742299,33.561474,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,150463,28,36,1.51,0,41,0,1223,-117.731526,33.561538,la,0,0,1,0,4,0,5,0,11,13,0,0,0,0,0,0,2,0,136,0,0,0,0,0,0,0,0,2,7,11,12,14,14,14,14,14,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,89038,35,34,1.42,0,46,1,1224,-117.72614,33.56157,la,0,0,0,0,0,6,6,0,0,8,0,0,0,0,0,1,13,0,9901,2,2,2,2,2,2,2,2,6,13,16,18,19,20,20,20,20,20,17,10,7,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,54198,39,4,1.39,0,66,0,1226,-117.715367,33.561632,la,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,111579,21,3,1.1,0,54,0,1228,-117.704594,33.561693,la,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,111579,16,13,1.67,0,52,0,1229,-117.699208,33.561724,la,0,0,0,0,2,1,1,0,2,4,0,0,0,0,0,0,3,0,2779,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,111579,18,10,1.5,0,40,0,1230,-117.693821,33.561754,la,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,2,3,0,8782,2,0,0,0,0,0,0,0,1,3,6,6,6,6,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,185417,25,13,1.41,0,35,0,1231,-117.688435,33.561783,la,2,0,0,0,0,0,1,0,1,7,0,0,0,0,0,1,1,0,54525,0,0,0,0,0,0,0,0,0,1,5,7,7,7,7,7,7,7,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,185417,27,7,0.6,0,16,0,1232,-117.683048,33.561813,la,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,711,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,155236,22,3,0.64,0,10,0,1237,-117.656116,33.561958,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,172,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,182571,23,7,1.15,0,25,0,1238,-117.65073,33.561986,la,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,145773,26,7,0.8,0,48,0,1239,-117.645343,33.562014,la,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,6403,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,8,0,0,0,0,0,1258,-117.542999,33.5625,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,7,0,0,0,7,0,1269,-117.833908,33.565405,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,142926,7,7,1.28,0,28,0,1270,-117.828522,33.565441,la,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,1196,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,164076,12,17,1.51,0,45,0,1286,-117.742337,33.565984,la,0,0,0,0,1,1,2,0,1,9,0,0,0,0,0,1,2,0,16294,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,101815,25,6,0.64,0,55,0,1287,-117.736951,33.566016,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,150463,43,9,1.74,0,41,0,1288,-117.731564,33.566048,la,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,1,0,1,1210,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,83214,51,54,1.54,0,49,0,1289,-117.726177,33.566079,la,0,0,0,0,2,2,7,0,10,25,0,0,0,0,0,2,6,0,401,0,0,0,0,0,0,1,2,2,6,11,11,11,11,11,11,11,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,89038,44,1,0,0,24,0,1290,-117.720791,33.56611,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,54198,47,24,1.8,0,63,0,1291,-117.715404,33.566141,la,0,0,0,0,4,4,4,0,0,7,0,0,0,0,0,2,1,2,123,1,0,0,0,0,0,0,5,7,10,12,16,16,13,13,13,13,13,13,10,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,38352,38,52,2.03,0,57,0,1292,-117.710017,33.566172,la,0,0,2,0,7,5,2,0,3,19,0,0,3,0,1,5,3,2,2329,1.2,2,2,2,2,2,3,10,13,17,20,22,22,22,22,22,22,22,15,14,14,12,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,111579,26,18,1.16,0,59,0,1293,-117.704631,33.566203,la,0,1,0,0,0,0,1,0,1,12,0,0,0,0,0,0,1,2,252,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,111579,16,12,1.63,0,49,0,1294,-117.699244,33.566233,la,0,0,1,0,0,0,1,0,3,4,0,0,0,0,0,1,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,185417,11,2,0.69,0,27,0,1295,-117.693857,33.566263,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,185417,13,4,0.56,0,31,0,1296,-117.688471,33.566293,la,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,7019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,185417,17,5,0.95,0,16,0,1297,-117.683084,33.566322,la,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,185417,37,99,1.66,0,50,0,1298,-117.677697,33.566352,la,4,0,0,0,3,4,6,0,5,45,0,0,0,0,0,8,22,2,13312,2,0,0,0,0,0,0,1,8,19,25,33,33,33,33,33,29,26,11,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,60000,41,215,0.99,0,53,0,1300,-117.666924,33.56641,la,1,0,1,1,12,1,144,0,4,49,0,0,0,0,1,0,0,1,950,2,0,0,0,0,0,0,1,5,25,50,52,52,52,50,50,50,48,12,6,5,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,116667,24,2,0,0,23,0,1302,-117.65615,33.566467,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,100099,28,13,1.29,0,41,0,1304,-117.645377,33.566523,la,0,0,1,0,0,0,1,0,1,8,0,0,0,0,0,1,1,0,165,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,217188,6,3,0.64,0,33,0,1314,-117.591509,33.56679,la,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,219909,6,7,0.8,0,53,0,1315,-117.586122,33.566815,la,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,152092,6,0,0,0,0,0,1323,-117.543027,33.56701,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,11,0,0,0,8,0,1334,-117.839338,33.569878,la,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,196688,11,3,1.1,0,30,0,1336,-117.828565,33.56995,la,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,164076,13,4,1.39,0,35,0,1352,-117.742376,33.570493,la,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
