population,income,averlight,places,b_diversity,b_rating,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainm,finance,food,health,nightclub,office,other,public_use,recreation,religious,residentia,restaurant,retail,service,transporta,insta_like,b_price,b_opening_23,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,insta_0,insta_1,insta_10,insta_11,insta_12,insta_13,insta_14,insta_15,insta_16,insta_17,insta_18,insta_19,insta_2,insta_20,insta_21,insta_22,insta_23,insta_3,insta_4,insta_5,insta_6,insta_7,insta_8,insta_9
1266,31351,45,47,1.53,0,57,0,22435,-118.480521,34.204172,la,0,0,2,0,2,1,3,0,2,26,0,1,0,0,0,0,7,3,0,0,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,45489,46,96,1.74,0,55,0,22436,-118.475096,34.204237,la,0,0,3,0,8,0,13,0,16,39,0,0,3,0,1,0,11,2,0,2,2,2,2,2,2,2,2,4,11,22,23,23,23,23,23,23,23,12,4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,45489,50,185,1.84,0,64,0,22437,-118.46967,34.204302,la,2,0,2,0,17,25,33,0,7,69,0,0,0,0,2,4,20,4,0,1.2,4,4,4,4,5,5,6,13,31,45,62,70,70,70,69,68,66,52,44,36,26,16,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,49565,46,34,1.25,0,51,0,22438,-118.464245,34.204366,la,0,0,0,0,0,3,2,0,1,22,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,24485,54,163,1.63,0,56,0,22439,-118.458819,34.204431,la,0,0,0,0,5,9,20,0,12,74,0,0,1,0,1,4,34,3,0,2,0,0,0,0,0,1,1,5,14,19,21,22,23,23,23,23,21,17,16,11,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,24485,68,333,1.68,0,66,0,22440,-118.453394,34.204495,la,1,0,0,0,23,17,141,0,13,82,0,0,7,0,2,6,36,5,0,1.5,2,2,2,2,3,4,7,19,39,68,91,94,94,94,94,94,94,73,58,47,30,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,36106,55,62,1.89,0,63,0,22441,-118.447968,34.204559,la,1,0,2,0,5,4,8,0,3,28,0,0,1,0,2,3,4,1,0,1,2,2,2,2,2,2,2,3,3,6,9,12,11,11,11,11,10,9,9,8,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,45046,40,67,1.75,0,59,0,22442,-118.442542,34.204623,la,0,0,2,0,5,3,3,0,3,29,0,0,0,0,3,1,15,3,0,1,4,4,4,4,4,4,4,7,14,22,23,24,24,25,25,25,25,21,13,9,9,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,39440,41,36,1.96,0,56,0,22443,-118.437117,34.204686,la,1,0,0,1,9,4,6,0,1,7,0,0,0,0,0,0,4,3,0,1.3,2,2,2,2,2,2,3,5,10,13,15,16,16,16,16,16,16,16,15,12,9,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,37031,48,87,1.76,0,62,0,22444,-118.431691,34.204749,la,1,0,0,0,4,8,8,0,1,37,0,0,0,0,1,6,16,5,0,1.3,6,6,6,6,6,6,8,10,16,22,26,26,26,26,26,26,24,18,15,13,8,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,51250,52,217,1.54,0,76,0,22445,-118.426265,34.204812,la,1,0,0,0,7,16,7,1,0,91,0,0,1,0,2,20,68,3,0,1.5,1,1,1,1,1,1,3,14,39,52,56,61,61,61,60,56,46,25,16,12,8,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,51250,75,164,1.71,0,75,0,22446,-118.42084,34.204875,la,0,1,2,1,4,12,9,0,2,51,0,0,0,0,1,25,54,2,0,1.3,1,1,1,1,1,2,5,13,26,43,54,55,54,54,53,53,46,32,20,14,12,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,33606,74,228,1.83,0,77,0,22447,-118.415414,34.204938,la,2,1,0,1,18,30,10,1,8,87,0,0,0,0,1,22,44,3,0,1.8,5,5,5,5,5,5,6,16,55,77,99,109,107,107,107,106,99,67,53,36,22,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,37500,58,185,1.86,0,73,0,22448,-118.409988,34.205,la,1,1,0,0,10,15,19,0,7,59,0,0,0,0,1,25,43,4,0,1.5,2,2,2,2,3,3,5,9,37,55,72,73,72,72,72,73,70,46,34,17,11,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,69107,45,13,1.09,0,60,0,22449,-118.404563,34.205062,la,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,2,4,5,6,6,6,6,6,6,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,69107,51,65,1.34,0,70,0,22450,-118.399137,34.205124,la,0,0,0,0,0,2,0,0,3,34,1,0,0,0,0,11,13,1,0,0,1,1,1,1,1,2,4,4,18,20,22,22,22,22,22,22,16,9,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,26300,59,130,1.34,0,69,0,22451,-118.393711,34.205185,la,0,0,0,0,4,3,3,0,0,65,0,0,0,0,0,26,27,2,0,1,0,0,0,0,0,0,1,7,19,22,37,37,37,37,37,36,32,21,13,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,30361,56,81,1.83,0,65,0,22452,-118.388285,34.205246,la,0,0,1,0,3,9,4,0,3,30,0,0,0,0,1,9,17,4,0,1,2,2,2,2,2,3,5,9,21,26,30,32,31,31,31,31,30,19,11,9,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,30361,49,21,1.77,0,63,0,22453,-118.382859,34.205308,la,0,0,1,0,2,2,0,0,0,9,0,0,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,1,3,4,4,4,4,4,4,4,4,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,30865,46,23,1.37,0,63,0,22454,-118.377434,34.205368,la,0,0,2,0,0,5,2,0,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,5,5,5,5,5,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,39625,39,57,1.92,0,63,0,22455,-118.372008,34.205429,la,2,0,0,0,2,8,6,0,3,18,0,0,0,0,0,2,11,5,0,1,1,1,1,1,2,2,3,4,8,12,19,19,19,19,19,19,19,19,13,10,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,39625,36,53,1.23,0,60,0,22456,-118.366582,34.205489,la,1,0,0,0,0,1,2,0,0,28,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,1,4,12,15,15,15,15,15,15,15,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,46,4,0,0,55,0,22457,-118.361156,34.205549,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,67,3,0,0,68,0,22458,-118.35573,34.205609,la,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,40707,75,72,1.07,0,69,0,22459,-118.350304,34.205669,la,0,0,0,0,0,1,1,0,1,51,0,0,0,0,1,6,8,3,0,1.5,0,0,0,0,0,0,0,3,10,17,19,19,19,19,19,19,16,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,44387,44,50,1.31,0,58,0,22461,-118.339452,34.205787,la,1,0,0,0,1,4,0,0,2,32,0,0,0,0,0,4,4,2,0,0,2,2,2,2,2,2,2,4,8,12,12,13,13,13,13,11,11,7,7,6,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,87125,25,34,1.52,0,46,0,22462,-118.334026,34.205846,la,1,0,0,0,1,2,1,0,0,15,0,0,1,0,0,1,11,1,0,0,1,1,1,1,1,2,2,2,3,4,4,5,5,5,5,5,5,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,140885,20,16,1.13,0,46,0,22463,-118.3286,34.205905,la,0,0,0,0,1,0,1,0,0,10,0,0,0,0,0,1,3,0,0,0,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,140966,15,6,0.64,0,31,0,22464,-118.323174,34.205963,la,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,139432,11,4,0.69,0,14,0,22478,-118.247209,34.206756,la,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,48125,19,5,1.33,0,26,0,22479,-118.241783,34.206811,la,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,134531,26,3,0.64,0,28,0,22484,-118.214652,34.207081,la,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,134531,28,29,1.82,0,31,1,22485,-118.209225,34.207135,la,0,0,1,0,2,1,6,0,2,12,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,3,4,4,5,5,5,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,249000,22,11,0.76,0,26,0,22488,-118.192946,34.207293,la,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,161528,15,7,1.15,0,27,0,22489,-118.18752,34.207346,la,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,173658,12,7,0.96,0,20,0,22490,-118.182094,34.207398,la,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,173658,13,6,1.33,0,13,0,22491,-118.176667,34.20745,la,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,86667,11,2,0,0,3,0,22492,-118.171241,34.207502,la,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,131042,13,1,0,0,8,0,22493,-118.165814,34.207553,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,131042,9,1,0,0,5,0,22495,-118.154961,34.207655,la,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,95781,8,5,0.95,0,13,0,22496,-118.149535,34.207706,la,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,92400,8,7,0.41,0,19,0,22497,-118.144109,34.207756,la,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,131696,8,2,0,0,7,0,22587,-118.665067,34.206322,la,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,140865,14,6,1.01,0,30,0,22588,-118.659642,34.206395,la,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,98777,16,10,1.42,0,48,0,22589,-118.654216,34.206468,la,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,98777,15,10,0.94,0,42,0,22590,-118.648791,34.206541,la,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,98777,16,11,1.16,0,35,0,22591,-118.643366,34.206614,la,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,113171,21,14,1.35,0,36,0,22592,-118.637941,34.206686,la,0,0,1,0,1,0,0,0,1,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,113171,25,306,0.63,0,50,0,22593,-118.632515,34.206758,la,2,0,0,0,2,1,248,0,1,48,0,0,0,0,0,0,1,3,0,0,3,3,3,3,3,3,3,5,38,76,76,76,76,76,76,75,70,17,8,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,78438,22,19,1.73,0,50,0,22594,-118.62709,34.20683,la,0,0,1,0,0,1,0,0,0,4,0,0,5,0,0,1,5,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,101810,20,15,1.44,0,49,0,22595,-118.621665,34.206902,la,0,0,0,0,0,0,2,0,2,6,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,89476,26,12,0.98,0,50,0,22596,-118.61624,34.206973,la,0,0,1,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,94020,38,122,1.59,0,50,0,22597,-118.610814,34.207044,la,0,1,0,0,6,4,9,0,22,61,0,0,0,0,1,4,12,2,0,1,3,4,4,4,4,4,4,5,13,21,24,27,27,27,27,26,24,16,9,7,5,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,36136,45,39,1.66,0,43,0,22598,-118.605389,34.207115,la,0,0,3,0,0,1,9,0,0,11,0,1,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,5,9,10,10,10,10,10,10,8,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,41078,46,91,1.2,0,60,0,22599,-118.599963,34.207186,la,0,1,1,0,1,5,0,0,1,51,0,0,0,0,0,5,26,0,0,2,3,3,3,3,4,4,6,12,25,32,37,37,38,38,38,36,31,20,14,9,8,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,30000,36,16,0.83,0,52,0,22600,-118.594538,34.207256,la,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,1,3,4,5,5,5,5,5,5,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,46823,25,15,1.62,0,49,0,22601,-118.589113,34.207326,la,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,46838,28,2,0.69,0,52,0,22602,-118.583687,34.207396,la,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890,61573,36,17,1.53,0,52,0,22603,-118.578262,34.207466,la,0,0,0,0,2,0,0,0,2,8,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,40625,33,19,1.28,0,57,0,22604,-118.572836,34.207535,la,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,8,1,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,67917,27,4,0.69,0,50,0,22605,-118.567411,34.207605,la,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,47896,30,16,1.33,0,47,0,22606,-118.561985,34.207674,la,0,0,3,0,0,0,1,0,1,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,50800,34,16,1.79,0,48,0,22607,-118.55656,34.207742,la,0,0,1,0,0,0,1,0,1,4,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,50372,27,12,1.13,0,46,0,22608,-118.551134,34.207811,la,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,70833,36,11,1.24,0,46,0,22609,-118.545708,34.207879,la,0,0,0,0,1,0,3,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,70833,47,282,1.6,0,58,0,22610,-118.540283,34.207947,la,1,0,3,0,13,11,22,0,9,123,0,0,3,0,0,15,80,2,0,2,2,2,2,2,2,2,2,11,27,44,53,57,56,56,56,56,56,41,25,15,11,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,49483,41,17,0.79,0,51,0,22611,-118.534857,34.208015,la,0,0,1,0,1,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,49483,33,12,0.98,0,47,0,22612,-118.529432,34.208083,la,0,0,1,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,5,5,5,5,5,5,5,5,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,68482,32,16,1.93,0,43,0,22613,-118.524006,34.20815,la,0,0,2,0,1,1,0,0,0,6,0,0,1,0,1,2,1,1,0,1.7,3,3,3,3,3,3,4,7,9,9,9,9,9,9,9,9,9,7,6,5,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,59821,32,13,1.59,0,48,0,22614,-118.51858,34.208217,la,0,0,1,0,2,0,0,0,0,5,0,0,0,0,0,1,3,1,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,56450,29,84,1.76,0,53,0,22615,-118.513155,34.208284,la,1,0,0,0,15,10,5,0,3,31,0,0,0,0,1,4,14,0,0,1.5,3,3,3,3,4,4,8,10,17,31,35,39,39,39,39,39,39,32,26,19,17,12,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,73800,30,9,1.15,0,49,0,22616,-118.507729,34.20835,la,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,62895,38,36,1.65,0,50,0,22617,-118.502303,34.208417,la,0,0,0,0,0,1,1,0,2,16,0,0,1,0,2,2,9,2,0,1.5,0,0,0,0,0,0,1,2,7,9,12,12,12,12,12,11,11,5,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,35385,47,52,1.1,0,63,0,22618,-118.496877,34.208483,la,0,0,1,0,1,1,1,0,1,38,0,0,0,0,0,2,4,3,0,0,5,5,5,5,5,5,5,6,8,9,9,9,9,9,9,9,9,7,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35385,50,7,0.41,0,41,0,22619,-118.491452,34.208549,la,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,47468,50,137,1.36,0,60,0,22620,-118.486026,34.208614,la,0,0,1,0,2,3,5,1,4,81,0,0,0,0,0,15,23,2,0,1.7,5,5,5,5,5,5,8,16,29,43,47,49,49,49,48,45,39,23,18,16,14,13,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,47468,50,23,1.3,0,53,0,22621,-118.4806,34.20868,la,0,0,1,0,2,0,0,0,0,9,0,0,0,0,0,0,9,2,0,0,1,1,1,1,1,1,2,2,5,7,7,7,7,7,7,7,7,5,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,46250,46,10,0.94,0,50,0,22622,-118.475174,34.208745,la,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,46250,47,54,1.9,0,56,0,22623,-118.469749,34.20881,la,1,0,0,1,3,5,6,0,2,20,0,0,0,0,0,3,10,3,0,1.3,3,3,3,3,3,3,4,7,11,16,18,18,18,18,18,18,17,17,14,13,8,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
