,Unnamed: 0,population,income,averlight,places,b_diversity,dev_intensity,insta_cnt,cell_id,lng,lat,msa,beauty,culture,education,entertainment,finance,food,health,nightclub,office,other,public_use,recreation,religious,residential,restaurant,retail,service,transportation,b_price,insta_like,insta_0,insta_1,insta_10,insta_11,insta_12,insta_13,insta_14,insta_15,insta_16,insta_17,insta_18,insta_19,insta_2,insta_20,insta_21,insta_22,insta_23,insta_3,insta_4,insta_5,insta_6,insta_7,insta_8,insta_9,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,b_opening_23,b_opening_count,insta_advertising,insta_beverage,insta_car,insta_entertainment,insta_people,insta_fashion,insta_food,insta_interiors,insta_landscape,insta_monochrome,insta_nature,insta_portait,insta_sky,insta_sports
60976,60976,543,59848,47,9,0.64,37,0,64306,-104.862907,39.684694,denver,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,3,2,1,1,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60977,60977,749,78839,29,6,0.87,37,0,64307,-104.857076,39.684687,denver,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60978,60978,700,78839,32,4,1.04,37,0,64308,-104.851245,39.684679,denver,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60979,60979,541,75625,34,6,1.01,34,16,64309,-104.845414,39.684672,denver,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,623,1,0,0,1,1,1,3,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,2,0,2,1,4
60980,60980,499,26667,39,9,1.31,23,0,64310,-104.839583,39.684664,denver,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60981,60981,493,26667,57,5,0.5,30,0,64311,-104.833753,39.684655,denver,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60982,60982,776,53375,60,18,1.94,62,0,64312,-104.827922,39.684647,denver,0,0,1,0,0,2,4,0,1,4,0,0,1,0,0,2,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,6,6,6,6,6,6,4,3,3,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60983,60983,734,54009,39,7,1.55,38,0,64313,-104.822091,39.684638,denver,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60984,60984,521,69489,32,5,0.5,33,0,64314,-104.81626,39.684629,denver,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60985,60985,905,48894,29,6,0.87,37,0,64315,-104.810429,39.68462,denver,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,5,5,5,5,3,2,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60986,60986,693,48894,20,2,0.0,15,0,64316,-104.804599,39.68461,denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60987,60987,449,69231,19,2,0.69,31,0,64317,-104.798768,39.6846,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60988,60988,597,46354,30,11,1.54,43,1,64318,-104.792937,39.68459,denver,0,0,1,0,1,1,0,0,0,5,0,0,0,0,0,0,2,1,1.5,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,4,4,4,4,4,4,3,2,2,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60989,60989,656,46354,25,3,0.64,34,1,64319,-104.787106,39.684579,denver,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60990,60990,501,63715,20,1,0.0,35,0,64320,-104.781276,39.684568,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60991,60991,705,63715,24,3,1.1,39,0,64321,-104.775445,39.684557,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60992,60992,792,58125,26,4,0.69,38,2,64322,-104.769614,39.684546,denver,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0.0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60993,60993,404,74917,25,7,1.0,37,0,64323,-104.763783,39.684534,denver,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60994,60994,299,74917,7,1,0.0,13,1,64324,-104.757952,39.684522,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61002,61002,1,65972,10,1,0.0,15,0,64510,-105.900803,39.685786,denver,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61007,61007,22,167750,8,22,1.53,15,0,64601,-105.37021,39.688689,denver,0,1,0,0,1,1,5,0,1,11,0,0,0,0,1,0,1,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,9,11,11,11,11,9,9,6,5,4,3,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61008,61008,35,135650,13,54,0.62,11,20,64602,-105.364379,39.688708,denver,0,0,0,0,1,1,46,0,0,4,0,0,1,0,1,0,0,0,0.0,190,1,0,0,0,0,1,1,0,8,1,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,4,4,4,4,4,4,4,2,2,2,0,0,0,4,1,6,1,0,0,1,7,0,0,0,0,1,1,0
61010,61010,34,137763,1,2,0.0,6,0,64614,-105.294406,39.688906,denver,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61013,61013,13,150521,2,2,0.69,5,0,64617,-105.276913,39.688949,denver,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61016,61016,58,137308,3,1,0.0,6,66,64631,-105.195277,39.689115,denver,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2135,3,1,2,2,3,8,2,7,11,6,5,4,3,0,2,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,8,2,0,4,33,1,5,3,1,1
61018,61018,79,137308,8,2,0.69,6,0,64637,-105.16029,39.689169,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61019,61019,413,83625,12,5,0.95,31,0,64638,-105.154458,39.689177,denver,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61020,61020,447,83625,11,7,1.28,30,0,64639,-105.148627,39.689184,denver,0,0,0,0,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61021,61021,424,72667,11,5,1.05,44,1,64640,-105.142796,39.689192,denver,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61022,61022,405,72667,12,4,1.04,37,0,64641,-105.136965,39.689199,denver,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61023,61023,454,56250,17,3,0.64,30,1,64642,-105.131134,39.689206,denver,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61024,61024,484,56250,27,3,0.0,41,4,64643,-105.125302,39.689212,denver,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,100,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
61025,61025,425,43976,30,2,0.0,17,0,64644,-105.119471,39.689218,denver,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61026,61026,439,43976,19,2,0.0,28,0,64645,-105.11364,39.689224,denver,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61027,61027,452,87656,16,3,0.0,29,0,64646,-105.107809,39.68923,denver,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61028,61028,560,56507,17,12,1.59,41,0,64647,-105.101978,39.689235,denver,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,2,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61029,61029,572,56507,17,7,0.41,43,0,64648,-105.096146,39.68924,denver,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61030,61030,519,66917,23,3,0.64,40,0,64649,-105.090315,39.689244,denver,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61031,61031,569,66917,28,7,0.96,45,0,64650,-105.084484,39.689249,denver,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61032,61032,622,54205,24,6,0.69,41,0,64651,-105.078653,39.689253,denver,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61033,61033,379,70197,21,2,0.69,35,0,64652,-105.072822,39.689257,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61034,61034,387,70197,20,3,0.64,42,0,64653,-105.06699,39.68926,denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61035,61035,543,73571,24,5,1.33,39,0,64654,-105.061159,39.689263,denver,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61036,61036,691,46458,33,1,0.0,39,1,64655,-105.055328,39.689266,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61037,61037,764,46458,29,4,1.04,43,3,64656,-105.049497,39.689269,denver,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61038,61038,840,40547,28,4,0.69,39,0,64657,-105.043666,39.689271,denver,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61039,61039,925,65932,43,3,0.64,38,0,64659,-105.032003,39.689275,denver,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61040,61040,961,30781,48,184,0.71,51,2,64660,-105.026172,39.689277,denver,0,1,1,0,7,2,5,0,2,157,0,0,2,0,0,4,3,0,2.0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,6,13,16,16,17,17,17,17,17,15,12,7,6,3,2,1,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61041,61041,894,30781,36,13,1.41,40,9,64661,-105.020341,39.689278,denver,0,0,0,0,0,1,0,0,0,5,0,1,4,0,0,0,2,0,0.0,241,0,0,0,3,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,4,4,4,4,4,4,4,4,4,3,1,0,0,0,5,1,0,0,0,7,1,0,0,0,0,0,0,0,0
61042,61042,601,44680,27,1,0.0,34,0,64662,-105.014509,39.689279,denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61043,61043,375,40509,28,1,0.0,20,41,64663,-105.008678,39.689279,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1757,0,0,4,2,3,1,3,5,5,2,3,3,0,2,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,9,0,3,0,0,1,6,1,8,1,5,5
61044,61044,251,57902,29,1,0.0,8,1,64664,-105.002847,39.68928,denver,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61045,61045,235,57902,39,3,0.64,15,0,64665,-104.997016,39.68928,denver,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61046,61046,404,57902,50,61,1.85,74,47,64666,-104.991185,39.689279,denver,0,0,0,0,3,5,2,2,3,25,0,0,1,0,1,4,13,2,1.0,1618,3,2,2,3,2,2,1,2,2,3,7,2,2,2,2,5,2,1,0,0,0,0,1,1,2,2,2,2,2,2,4,6,12,20,25,27,27,27,27,27,27,19,10,5,4,3,2,2,29,8,2,0,10,0,2,0,2,0,5,1,7,2,0
61047,61047,671,112941,47,90,1.76,41,153,64667,-104.985353,39.689279,denver,1,0,3,0,4,3,15,0,6,44,0,1,1,0,1,7,3,1,2.0,7325,3,2,8,9,13,11,7,6,7,16,12,11,1,15,11,11,6,0,0,0,0,1,0,3,1,1,1,1,1,1,1,5,8,11,21,23,22,22,22,22,21,16,6,2,1,1,1,1,25,15,7,5,0,24,11,19,12,2,6,24,9,5,1
61048,61048,624,81174,44,22,1.42,36,1,64668,-104.979522,39.689278,denver,0,0,1,0,0,2,0,0,1,12,0,0,1,0,0,0,4,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61049,61049,553,70300,47,7,1.28,44,0,64669,-104.973691,39.689277,denver,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61050,61050,472,86250,54,5,1.04,42,33,64670,-104.96786,39.689275,denver,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0.0,1488,7,4,0,3,2,1,1,0,0,2,1,1,0,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,2,0,1,0,2,4,14
61051,61051,452,99680,50,16,1.42,44,0,64671,-104.962028,39.689273,denver,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61052,61052,528,99680,40,4,1.04,36,0,64672,-104.956197,39.689271,denver,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61053,61053,446,79848,53,8,1.32,39,2,64673,-104.950366,39.689269,denver,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61054,61054,765,79848,77,347,1.56,67,34,64674,-104.944535,39.689266,denver,3,0,0,0,23,13,59,0,60,162,0,0,0,0,0,8,18,1,1.71,1252,1,1,1,0,6,2,3,2,1,0,3,1,0,4,3,2,4,0,0,0,0,0,0,0,4,4,4,4,4,6,12,17,51,99,115,120,121,120,120,120,117,66,43,27,19,9,6,5,127,3,2,2,0,1,4,5,1,1,4,0,2,1,1
61055,61055,1438,39945,54,85,1.65,51,2,64675,-104.938704,39.689263,denver,0,0,1,0,18,1,4,0,14,37,0,0,3,0,0,2,3,2,2.0,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,13,22,25,25,26,26,25,25,25,10,6,4,4,2,2,2,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0
61056,61056,681,78221,30,11,0.89,42,2,64676,-104.932872,39.68926,denver,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0.0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
