population,income,averlight,places,b_diversity,dev_intensity,cell_id,lng,lat,msa,beauty,culture,education,entertainment,finance,food,health,nightclub,office,other,public_use,recreation,religious,residential,restaurant,retail,service,transportation,b_price,b_opening_0,b_opening_1,b_opening_2,b_opening_3,b_opening_4,b_opening_5,b_opening_6,b_opening_7,b_opening_8,b_opening_9,b_opening_10,b_opening_11,b_opening_12,b_opening_13,b_opening_14,b_opening_15,b_opening_16,b_opening_17,b_opening_18,b_opening_19,b_opening_20,b_opening_21,b_opening_22,b_opening_23,b_opening_count,insta_0,insta_1,insta_10,insta_11,insta_12,insta_13,insta_14,insta_15,insta_16,insta_17,insta_18,insta_19,insta_2,insta_20,insta_21,insta_22,insta_23,insta_3,insta_4,insta_5,insta_6,insta_7,insta_8,insta_9,insta_like,insta_cnt,insta_advertising,insta_animal,insta_car,insta_entertainment,insta_food,insta_nature,insta_people,insta_sports
889,68571,21,9,0.85,47,23734,-121.989813,37.318003,sanjose,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,68571,31,21,1.37,56,23735,-121.984171,37.317955,sanjose,0,0,1,0,0,0,3,0,1,11,0,0,1,0,0,0,4,0,0.0,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,70288,37,290,1.7,72,23736,-121.978529,37.317907,sanjose,2,0,1,1,29,23,71,0,21,121,0,0,3,0,2,5,9,2,1.71,1,1,1,1,1,1,2,6,22,54,65,78,76,76,71,73,71,47,34,27,20,13,6,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,67026,31,64,1.33,66,23737,-121.972887,37.317858,sanjose,0,0,0,0,7,0,8,0,6,37,0,0,0,0,0,3,3,0,0.0,1,1,1,1,1,2,3,3,8,11,11,11,11,11,11,11,11,7,3,3,1,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,67026,24,9,0.68,57,23738,-121.967245,37.317809,sanjose,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,96736,20,13,1.09,56,23739,-121.961603,37.317759,sanjose,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,87138,34,22,1.57,65,23740,-121.955961,37.31771,sanjose,0,0,0,0,4,1,5,0,1,8,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,2,2,4,5,6,7,7,7,7,7,7,5,4,4,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,62875,38,318,1.55,68,23741,-121.950318,37.31766,sanjose,2,1,6,0,22,5,35,0,43,175,0,0,3,0,1,6,15,4,1.8,1,1,1,1,1,1,7,8,18,49,62,64,67,67,66,66,64,41,23,15,12,9,5,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,62875,39,69,1.14,57,23742,-121.944676,37.317609,sanjose,0,0,0,0,1,0,1,0,42,17,0,0,2,0,0,0,4,2,0.0,0,0,0,0,0,0,0,0,7,38,41,41,41,41,41,41,41,13,6,3,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,96563,59,60,0.92,72,23743,-121.939034,37.317559,sanjose,0,0,3,0,0,0,41,0,0,13,0,0,0,0,0,0,1,2,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,610,13,1,1,2,0,2,0,4,0
961,51678,65,106,1.2,74,23744,-121.933392,37.317508,sanjose,0,0,3,1,2,1,69,0,2,21,0,0,1,0,1,2,0,3,1.0,1,1,1,1,1,1,2,5,6,10,11,11,10,10,10,9,9,8,5,2,1,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,51678,48,27,1.81,67,23745,-121.92775,37.317457,sanjose,0,0,3,0,0,1,5,0,1,8,0,0,6,0,0,2,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,50292,36,5,1.33,63,23746,-121.922108,37.317406,sanjose,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,98274,43,63,1.57,68,23747,-121.916466,37.317354,sanjose,0,0,2,0,1,1,8,0,11,32,0,0,1,0,0,1,3,3,0.0,0,0,0,0,0,0,0,1,6,16,17,17,17,17,17,17,16,4,4,3,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,50581,41,51,1.44,70,23748,-121.910824,37.317303,sanjose,0,0,1,0,2,0,1,1,2,29,0,0,1,0,0,3,9,1,0.0,2,2,2,2,2,2,2,3,9,15,18,18,18,18,17,16,16,13,5,4,4,3,3,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,87400,32,20,1.16,50,23749,-121.905182,37.317251,sanjose,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,9,1,0.0,0,0,0,0,0,0,0,2,4,7,9,9,9,9,9,9,8,4,1,1,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,94028,25,8,1.49,50,23750,-121.89954,37.317198,sanjose,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,91250,24,15,1.23,57,23751,-121.893898,37.317146,sanjose,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,53036,28,26,1.49,60,23752,-121.888256,37.317093,sanjose,0,0,0,0,2,3,0,0,0,12,0,0,0,0,0,3,5,1,0.0,0,0,0,0,0,0,0,0,3,6,7,8,8,7,7,7,7,2,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,53036,37,32,1.66,66,23753,-121.882614,37.31704,sanjose,0,0,1,0,3,5,0,0,0,14,0,1,0,0,0,2,5,1,1.0,0,0,0,0,0,0,1,3,5,6,7,8,8,7,7,7,6,6,6,5,3,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,49688,44,73,1.79,70,23754,-121.876972,37.316986,sanjose,0,0,2,0,4,9,1,0,2,23,0,0,0,0,1,3,22,6,1.2,2,2,2,2,2,3,3,6,16,26,28,29,29,29,27,27,26,17,10,9,6,2,2,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,20566,49,56,1.51,84,23755,-121.87133,37.316933,sanjose,0,0,0,0,3,4,1,0,0,22,0,0,0,0,0,6,18,2,1.0,0,0,0,0,0,0,3,7,11,15,18,19,20,20,20,20,19,15,10,8,6,3,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,20566,51,103,1.08,85,23756,-121.865689,37.316879,sanjose,0,0,0,0,3,4,2,0,0,33,0,1,0,0,0,1,59,0,0.0,3,3,3,3,3,4,6,10,26,36,37,37,38,38,38,37,32,23,17,13,9,6,5,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,20566,48,20,1.16,80,23757,-121.860047,37.316824,sanjose,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,4,2,0.0,1,1,1,1,1,1,1,1,6,8,8,9,9,9,9,9,9,3,2,1,1,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,20566,36,38,1.35,58,23758,-121.854405,37.31677,sanjose,0,0,2,0,0,1,3,0,2,24,0,1,0,0,0,0,3,2,0.0,0,0,0,0,0,0,0,0,4,6,6,7,7,8,8,8,7,4,4,2,2,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,43024,29,21,1.14,43,23759,-121.848763,37.316715,sanjose,0,0,0,0,0,1,1,0,0,11,0,0,0,0,0,1,7,0,0.0,0,0,0,0,0,0,1,1,2,6,6,6,6,6,6,7,7,3,2,2,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,60703,28,25,1.84,60,23760,-121.843121,37.31666,sanjose,0,0,0,0,1,5,1,0,1,9,0,0,0,0,1,3,3,1,1.0,0,0,0,0,1,1,2,3,4,6,12,14,13,13,13,13,12,12,9,6,5,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,88281,28,108,1.68,66,23761,-121.837479,37.316605,sanjose,0,0,1,0,5,7,8,0,5,56,0,0,3,0,0,5,13,5,1.25,1,1,1,1,2,3,5,6,10,20,24,26,27,27,27,28,27,18,16,12,6,5,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,88281,32,5,1.33,62,23762,-121.831837,37.316549,sanjose,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,72962,32,5,1.33,59,23763,-121.826196,37.316493,sanjose,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,72137,25,8,1.73,60,23764,-121.820554,37.316437,sanjose,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,2,1,0.0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,76848,27,21,1.79,57,23765,-121.814912,37.316381,sanjose,0,0,2,0,0,1,7,0,0,5,0,1,0,0,1,3,1,0,1.5,1,1,1,1,1,2,2,2,4,6,6,7,6,6,6,6,6,5,4,4,4,2,2,1,7,2,1,0,0,1,1,2,3,0,0,1,3,1,1,0,3,1,0,0,0,0,0,0,0,2063,20,5,0,3,0,0,0,4,1
1262,60263,23,17,1.67,64,23766,-121.80927,37.316324,sanjose,0,0,1,0,2,2,0,0,0,7,0,0,0,0,1,0,1,3,2.0,0,0,0,0,0,0,1,1,2,3,5,5,4,4,4,4,4,4,2,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,60263,18,9,1.15,61,23767,-121.803629,37.316267,sanjose,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,2,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,75781,24,73,2.12,58,23768,-121.797987,37.31621,sanjose,4,0,2,0,4,11,12,0,5,19,0,0,1,0,5,0,8,2,1.3,2,2,2,2,2,3,5,9,9,23,30,35,34,34,33,31,33,28,19,15,12,7,5,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,136607,26,56,2.06,64,23769,-121.792345,37.316153,sanjose,0,0,2,1,7,8,2,1,3,17,0,0,0,0,2,7,6,0,1.5,6,6,6,6,6,6,8,9,14,22,25,29,28,27,26,26,25,22,18,15,13,10,7,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,136607,22,7,1.15,49,23770,-121.786704,37.316095,sanjose,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,168750,32,13,1.3,60,23771,-121.781062,37.316037,sanjose,0,0,2,0,1,0,2,0,0,7,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,2,2,4,4,4,4,4,4,4,4,3,2,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,211691,38,66,1.8,59,23772,-121.77542,37.315979,sanjose,1,0,1,0,7,9,15,0,5,23,0,1,0,0,0,0,1,3,1.17,1,1,1,1,1,1,3,7,12,20,22,25,25,24,24,25,22,19,17,13,10,5,2,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,211691,34,6,0.87,53,23773,-121.769779,37.31592,sanjose,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,2083,8,0,0,0,0,1,3,1,0
419,211691,23,4,1.04,36,23774,-121.764137,37.315861,sanjose,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,131250,9,2,0.69,39,23855,-122.096964,37.323377,sanjose,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,132625,6,5,0.0,30,23858,-122.080035,37.323246,sanjose,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,129861,9,27,1.9,53,23859,-122.074393,37.323202,sanjose,0,0,1,0,3,1,8,0,2,7,0,0,2,0,0,2,0,1,0.0,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,2,2,2,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,177807,7,28,1.54,53,23860,-122.06875,37.323158,sanjose,0,0,0,0,1,0,2,0,6,10,0,0,0,0,0,0,7,2,0.0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,149044,7,14,1.47,31,23861,-122.063107,37.323113,sanjose,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,149044,22,148,1.46,65,23862,-122.057464,37.323068,sanjose,1,0,2,0,5,5,19,0,4,87,0,0,3,0,0,3,17,2,2.0,0,0,0,0,0,0,0,2,15,26,34,36,36,36,36,36,35,16,11,4,4,2,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,166563,46,35,1.86,72,23863,-122.051822,37.323023,sanjose,1,1,2,0,4,1,7,0,0,13,0,0,0,0,0,1,4,1,1.5,0,0,0,0,0,0,0,1,3,7,7,7,8,8,8,8,8,4,1,1,1,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,166563,44,30,1.93,66,23864,-122.046179,37.322978,sanjose,0,1,5,0,2,2,0,0,0,9,0,0,2,0,2,1,0,6,1.33,1,1,1,1,1,1,1,1,3,7,8,11,11,10,9,9,8,8,8,6,5,3,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,166563,41,44,1.64,60,23865,-122.040536,37.322932,sanjose,1,0,2,0,4,2,3,0,1,24,0,0,1,0,3,3,0,0,1.56,1,1,1,1,1,1,2,3,6,14,19,22,22,21,21,22,22,21,21,13,9,2,2,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,118603,48,337,1.75,67,23866,-122.034894,37.322887,sanjose,11,0,2,0,33,18,61,1,30,152,0,1,0,0,2,10,13,3,1.82,2,2,2,2,3,3,6,9,36,72,95,108,109,109,105,105,105,72,50,30,19,10,2,2,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,118603,38,54,1.49,54,23867,-122.029251,37.32284,sanjose,0,0,1,0,1,2,2,0,7,33,1,1,0,0,1,1,3,1,1.0,0,0,0,0,0,0,0,2,4,6,8,9,9,9,9,9,9,4,3,3,3,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,88977,25,28,1.81,50,23868,-122.023609,37.322794,sanjose,0,0,0,0,3,9,1,0,1,6,0,1,0,0,0,4,3,0,2.0,0,0,0,0,0,0,1,2,2,7,9,15,15,15,15,15,16,16,15,13,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,88977,29,114,1.99,60,23869,-122.017966,37.322747,sanjose,1,0,1,0,11,14,19,0,16,34,0,0,0,0,2,4,9,3,1.56,1,1,1,1,1,1,1,1,14,29,35,48,48,46,43,41,40,25,16,12,8,7,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,101250,30,46,1.54,57,23870,-122.012323,37.3227,sanjose,0,0,7,0,8,0,2,0,7,20,0,0,1,0,0,0,1,0,0.0,1,1,1,1,1,1,2,3,9,14,15,15,15,15,15,15,14,6,4,3,3,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,90481,26,36,1.74,57,23871,-122.006681,37.322653,sanjose,0,0,1,0,4,4,5,0,3,15,0,0,0,0,1,0,3,0,1.5,2,2,2,2,2,2,2,3,3,9,11,15,17,16,12,12,12,11,6,4,4,4,4,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,105300,31,18,1.64,61,23872,-122.001038,37.322606,sanjose,0,0,0,0,2,0,2,0,3,7,0,0,0,0,0,2,2,0,0.0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,85263,33,35,1.99,64,23873,-121.995396,37.322558,sanjose,2,0,0,1,8,4,3,0,0,8,0,0,0,0,1,5,3,0,1.44,3,3,3,3,4,4,4,4,5,15,20,22,22,22,22,22,22,21,18,13,10,5,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,85263,49,23,1.15,56,23874,-121.989753,37.32251,sanjose,0,0,1,0,1,0,2,0,1,16,0,0,0,0,1,0,1,0,1.0,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,82711,72,63,1.22,71,23875,-121.984111,37.322461,sanjose,0,0,1,0,6,2,2,0,5,42,0,0,0,0,0,1,4,0,0.0,0,0,0,0,0,0,1,2,7,23,23,24,24,23,23,23,20,13,8,7,5,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,94718,75,142,1.69,71,23876,-121.978468,37.322413,sanjose,0,0,0,0,16,17,7,0,17,63,0,0,0,0,1,3,16,2,1.17,0,0,0,0,0,1,4,8,21,41,49,56,54,55,53,51,51,36,23,17,12,6,2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,65556,61,78,1.92,74,23877,-121.972826,37.322364,sanjose,1,1,0,0,9,14,6,0,1,20,0,0,1,0,2,4,19,0,1.8,9,9,9,9,9,10,11,16,19,28,35,41,42,41,40,40,40,40,36,27,22,17,12,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,61736,52,18,1.16,65,23878,-121.967183,37.322315,sanjose,0,0,0,0,0,0,1,0,1,10,0,0,1,0,0,0,5,0,0.0,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,92943,49,15,1.38,52,23879,-121.961541,37.322265,sanjose,0,0,1,0,1,0,0,0,1,8,0,0,1,0,0,0,3,0,0.0,0,0,0,0,1,1,1,1,2,3,4,4,4,4,4,4,4,2,1,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,107267,63,33,1.27,62,23880,-121.955898,37.322216,sanjose,0,0,1,0,0,4,0,0,2,19,0,0,0,0,0,0,6,1,1.67,2,2,2,2,2,2,2,2,5,10,11,14,13,13,12,12,12,10,7,4,3,3,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,140833,60,195,2.18,70,23881,-121.950256,37.322166,sanjose,8,3,2,1,18,19,31,2,15,51,0,2,0,0,9,29,4,1,2.14,5,5,5,5,5,8,8,8,28,49,89,104,104,104,102,102,101,81,73,70,63,19,11,5,111,58,67,14,13,62,58,48,51,67,66,51,44,39,64,63,70,64,19,14,6,3,0,5,3,92495,949,132,77,210,43,97,24,158,5
734,140833,43,142,1.49,59,23882,-121.944613,37.322116,sanjose,1,0,1,0,9,1,16,0,9,76,0,0,2,0,0,4,23,0,0.0,1,1,1,1,1,1,1,1,4,8,11,11,12,12,12,12,11,7,3,2,2,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,78750,43,8,0.66,55,23883,-121.938971,37.322065,sanjose,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,61685,45,100,1.74,67,23884,-121.933328,37.322014,sanjose,3,0,0,0,4,4,4,1,5,43,0,0,0,0,0,8,23,5,1.0,1,1,1,1,1,1,1,3,5,20,28,31,31,32,32,32,33,24,17,10,8,2,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,61685,41,16,1.1,58,23885,-121.927686,37.321963,sanjose,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,2,4,0,0.0,0,0,0,0,0,0,1,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
